,,,NumberofStudents,NumberofStudents,NumberofStudents
,,,min,max,mean
District,SchoolType,BirthYear,,,
Rakoniewice,Szkoła podstawowa,2006,114,114,114.0
Rakoniewice,Szkoła podstawowa,2007,114,114,114.0
Rakoniewice,Szkoła podstawowa,2008,121,121,121.0
Rakoniewice,Szkoła podstawowa,2009,114,114,114.0
Rakoniewice,Szkoła podstawowa,2010,101,101,101.0
Rakoniewice,Szkoła podstawowa,2011,107,107,107.0
Rakszawa,Gimnazjum,2003,28,28,28.0
Rakszawa,Gimnazjum,2004,28,28,28.0
Rakszawa,Gimnazjum,2005,24,24,24.0
Rakszawa,Przedszkole,2012,13,13,13.0
Rakszawa,Przedszkole,2013,13,13,13.0
Rakszawa,Przedszkole,2014,13,13,13.0
Rakszawa,Przedszkole,2015,12,12,12.0
Rakszawa,Szkoła podstawowa,2006,7,19,13.0
Rakszawa,Szkoła podstawowa,2007,9,23,15.75
Rakszawa,Szkoła podstawowa,2008,9,23,15.75
Rakszawa,Szkoła podstawowa,2009,8,22,14.75
Rakszawa,Szkoła podstawowa,2010,8,21,14.25
Rakszawa,Szkoła podstawowa,2011,8,21,14.25
Raków,Gimnazjum,2003,19,19,19.0
Raków,Gimnazjum,2004,21,21,21.0
Raków,Gimnazjum,2005,23,23,23.0
Raków,Szkoła podstawowa,2006,9,25,16.0
Raków,Szkoła podstawowa,2007,9,23,15.0
Raków,Szkoła podstawowa,2008,7,20,12.666666666666666
Raków,Szkoła podstawowa,2009,7,18,11.666666666666666
Raków,Szkoła podstawowa,2010,7,18,11.666666666666666
Raków,Szkoła podstawowa,2011,7,18,11.666666666666666
Raniżów,Gimnazjum,2003,13,13,13.0
Raniżów,Gimnazjum,2004,13,13,13.0
Raniżów,Gimnazjum,2005,13,13,13.0
Raniżów,Przedszkole,2012,6,16,11.0
Raniżów,Przedszkole,2013,6,17,11.5
Raniżów,Przedszkole,2014,5,16,10.5
Raniżów,Przedszkole,2015,7,19,13.0
Raniżów,Szkoła podstawowa,2006,2,3,2.3333333333333335
Raniżów,Szkoła podstawowa,2007,2,3,2.3333333333333335
Raniżów,Szkoła podstawowa,2008,2,2,2.0
Raniżów,Szkoła podstawowa,2009,2,2,2.0
Raniżów,Szkoła podstawowa,2010,2,3,2.3333333333333335
Raniżów,Szkoła podstawowa,2011,2,2,2.0
Raszków,Przedszkole,2012,35,35,35.0
Raszków,Przedszkole,2013,40,40,40.0
Raszków,Przedszkole,2014,41,41,41.0
Raszków,Przedszkole,2015,36,36,36.0
Raszków,Szkoła podstawowa,2006,17,120,44.8
Raszków,Szkoła podstawowa,2007,16,113,42.4
Raszków,Szkoła podstawowa,2008,14,101,37.8
Raszków,Szkoła podstawowa,2009,13,94,35.0
Raszków,Szkoła podstawowa,2010,15,107,40.0
Raszków,Szkoła podstawowa,2011,13,88,32.8
Raszyn,Przedszkole,2012,3,56,17.53846153846154
Raszyn,Przedszkole,2013,3,54,16.692307692307693
Raszyn,Przedszkole,2014,3,56,17.53846153846154
Raszyn,Przedszkole,2015,3,58,18.153846153846153
Raszyn,Szkoła podstawowa,2006,61,220,115.0
Raszyn,Szkoła podstawowa,2007,65,233,122.33333333333333
Raszyn,Szkoła podstawowa,2008,69,247,129.66666666666666
Raszyn,Szkoła podstawowa,2009,69,247,129.66666666666666
Raszyn,Szkoła podstawowa,2010,58,206,108.0
Raszyn,Szkoła podstawowa,2011,58,206,108.0
Rawa Mazowiecka,Liceum ogólnokształcące,2000,11,64,28.666666666666668
Rawa Mazowiecka,Liceum ogólnokształcące,2001,11,64,28.666666666666668
Rawa Mazowiecka,Liceum ogólnokształcące,2002,11,64,28.666666666666668
Rawa Mazowiecka,Przedszkole,2012,3,32,17.571428571428573
Rawa Mazowiecka,Przedszkole,2013,3,30,16.142857142857142
Rawa Mazowiecka,Przedszkole,2014,3,30,16.142857142857142
Rawa Mazowiecka,Przedszkole,2015,3,32,17.571428571428573
Rawa Mazowiecka,Szkoła podstawowa,2006,6,81,31.125
Rawa Mazowiecka,Szkoła podstawowa,2007,6,89,33.75
Rawa Mazowiecka,Szkoła podstawowa,2008,6,89,33.75
Rawa Mazowiecka,Szkoła podstawowa,2009,5,89,32.625
Rawa Mazowiecka,Szkoła podstawowa,2010,5,89,32.625
Rawa Mazowiecka,Szkoła podstawowa,2011,5,89,32.625
Rawa Mazowiecka,Szkoła policealna,1994,3,3,3.0
Rawa Mazowiecka,Szkoła policealna,1995,4,4,4.0
Rawa Mazowiecka,Szkoła policealna,1996,4,4,4.0
Rawa Mazowiecka,Szkoła policealna,1997,3,3,3.0
Rawa Mazowiecka,Szkoła policealna,1998,4,4,4.0
Rawa Mazowiecka,Szkoła policealna,1999,4,4,4.0
Rawicz,Liceum ogólnokształcące,2000,117,117,117.0
Rawicz,Liceum ogólnokształcące,2001,124,124,124.0
Rawicz,Liceum ogólnokształcące,2002,124,124,124.0
Rawicz,Przedszkole,2012,4,41,17.153846153846153
Rawicz,Przedszkole,2013,4,41,17.153846153846153
Rawicz,Przedszkole,2014,4,42,17.615384615384617
Rawicz,Przedszkole,2015,4,46,19.076923076923077
Rawicz,Szkoła podstawowa,2006,78,159,123.0
Rawicz,Szkoła podstawowa,2007,78,159,123.0
Rawicz,Szkoła podstawowa,2008,78,159,123.0
Rawicz,Szkoła podstawowa,2009,69,141,109.0
Rawicz,Szkoła podstawowa,2010,65,132,102.33333333333333
Rawicz,Szkoła podstawowa,2011,65,132,102.33333333333333
Recz,Przedszkole,2012,2,30,16.0
Recz,Przedszkole,2013,2,29,15.5
Recz,Przedszkole,2014,2,31,16.5
Recz,Przedszkole,2015,2,30,16.0
Recz,Szkoła podstawowa,2006,81,81,81.0
Recz,Szkoła podstawowa,2007,77,77,77.0
Recz,Szkoła podstawowa,2008,77,77,77.0
Recz,Szkoła podstawowa,2009,77,77,77.0
Recz,Szkoła podstawowa,2010,72,72,72.0
Recz,Szkoła podstawowa,2011,67,67,67.0
Reda,Przedszkole,2012,3,33,18.583333333333332
Reda,Przedszkole,2013,3,33,18.583333333333332
Reda,Przedszkole,2014,4,36,20.583333333333332
Reda,Przedszkole,2015,4,42,23.916666666666668
Reda,Szkoła podstawowa,2006,24,147,81.66666666666667
Reda,Szkoła podstawowa,2007,27,165,92.0
Reda,Szkoła podstawowa,2008,26,156,87.0
Reda,Szkoła podstawowa,2009,24,147,81.66666666666667
Reda,Szkoła podstawowa,2010,24,147,81.66666666666667
Reda,Szkoła podstawowa,2011,24,147,81.66666666666667
Regimin,Liceum ogólnokształcące,2000,8,8,8.0
Regimin,Liceum ogólnokształcące,2001,8,8,8.0
Regimin,Liceum ogólnokształcące,2002,7,7,7.0
Regimin,Szkoła podstawowa,2006,10,61,30.0
Regimin,Szkoła podstawowa,2007,11,68,33.333333333333336
Regimin,Szkoła podstawowa,2008,11,65,32.0
Regimin,Szkoła podstawowa,2009,11,65,32.0
Regimin,Szkoła podstawowa,2010,10,57,28.333333333333332
Regimin,Szkoła podstawowa,2011,8,47,23.0
Regnów,Szkoła podstawowa,2006,39,39,39.0
Regnów,Szkoła podstawowa,2007,43,43,43.0
Regnów,Szkoła podstawowa,2008,39,39,39.0
Regnów,Szkoła podstawowa,2009,39,39,39.0
Regnów,Szkoła podstawowa,2010,36,36,36.0
Regnów,Szkoła podstawowa,2011,32,32,32.0
Rejowiec,Przedszkole,2012,28,28,28.0
Rejowiec,Przedszkole,2013,22,22,22.0
Rejowiec,Przedszkole,2014,20,20,20.0
Rejowiec,Przedszkole,2015,23,23,23.0
Rejowiec,Szkoła podstawowa,2006,11,80,45.5
Rejowiec,Szkoła podstawowa,2007,11,80,45.5
Rejowiec,Szkoła podstawowa,2008,10,75,42.5
Rejowiec,Szkoła podstawowa,2009,10,75,42.5
Rejowiec,Szkoła podstawowa,2010,8,62,35.0
Rejowiec,Szkoła podstawowa,2011,9,66,37.5
Rejowiec Fabryczny,Przedszkole,2012,14,14,14.0
Rejowiec Fabryczny,Przedszkole,2013,13,13,13.0
Rejowiec Fabryczny,Przedszkole,2014,11,11,11.0
Rejowiec Fabryczny,Przedszkole,2015,12,12,12.0
Rejowiec Fabryczny,Szkoła podstawowa,2006,2,25,11.0
Rejowiec Fabryczny,Szkoła podstawowa,2007,2,29,11.8
Rejowiec Fabryczny,Szkoła podstawowa,2008,2,29,11.8
Rejowiec Fabryczny,Szkoła podstawowa,2009,2,25,11.0
Rejowiec Fabryczny,Szkoła podstawowa,2010,3,25,12.0
Rejowiec Fabryczny,Szkoła podstawowa,2011,2,25,10.4
Repki,Szkoła podstawowa,2006,20,20,20.0
Repki,Szkoła podstawowa,2007,21,21,21.0
Repki,Szkoła podstawowa,2008,23,23,23.0
Repki,Szkoła podstawowa,2009,23,23,23.0
Repki,Szkoła podstawowa,2010,21,21,21.0
Repki,Szkoła podstawowa,2011,18,18,18.0
Resko,Przedszkole,2012,4,38,21.0
Resko,Przedszkole,2013,5,43,24.0
Resko,Przedszkole,2014,4,38,21.0
Resko,Przedszkole,2015,4,38,21.0
Resko,Szkoła podstawowa,2006,26,26,26.0
Resko,Szkoła podstawowa,2007,31,31,31.0
Resko,Szkoła podstawowa,2008,33,33,33.0
Resko,Szkoła podstawowa,2009,27,27,27.0
Resko,Szkoła podstawowa,2010,29,29,29.0
Resko,Szkoła podstawowa,2011,26,26,26.0
Reszel,Przedszkole,2012,10,10,10.0
Reszel,Przedszkole,2013,9,9,9.0
Reszel,Przedszkole,2014,8,8,8.0
Reszel,Przedszkole,2015,8,8,8.0
Reńska Wieś,Przedszkole,2012,6,6,6.0
Reńska Wieś,Przedszkole,2013,6,6,6.0
Reńska Wieś,Przedszkole,2014,6,6,6.0
Reńska Wieś,Przedszkole,2015,6,6,6.0
Reńska Wieś,Szkoła podstawowa,2006,21,21,21.0
Reńska Wieś,Szkoła podstawowa,2007,23,23,23.0
Reńska Wieś,Szkoła podstawowa,2008,23,23,23.0
Reńska Wieś,Szkoła podstawowa,2009,19,19,19.0
Reńska Wieś,Szkoła podstawowa,2010,20,20,20.0
Reńska Wieś,Szkoła podstawowa,2011,21,21,21.0
Rogowo,Gimnazjum,2003,14,14,14.0
Rogowo,Gimnazjum,2004,14,14,14.0
Rogowo,Gimnazjum,2005,15,15,15.0
Rogowo,Przedszkole,2012,27,27,27.0
Rogowo,Przedszkole,2013,28,28,28.0
Rogowo,Przedszkole,2014,26,26,26.0
Rogowo,Przedszkole,2015,27,27,27.0
Rogowo,Szkoła podstawowa,2006,9,72,30.571428571428573
Rogowo,Szkoła podstawowa,2007,8,68,28.714285714285715
Rogowo,Szkoła podstawowa,2008,8,64,27.0
Rogowo,Szkoła podstawowa,2009,8,64,27.0
Rogowo,Szkoła podstawowa,2010,8,64,27.0
Rogowo,Szkoła podstawowa,2011,8,64,27.0
Rogoźno,Liceum ogólnokształcące,2000,6,41,23.5
Rogoźno,Liceum ogólnokształcące,2001,6,41,23.5
Rogoźno,Liceum ogólnokształcące,2002,6,42,24.0
Rogoźno,Przedszkole,2012,10,31,24.4
Rogoźno,Przedszkole,2013,9,30,23.4
Rogoźno,Przedszkole,2014,10,31,24.4
Rogoźno,Przedszkole,2015,10,32,25.2
Rogoźno,Szkoła podstawowa,2006,9,136,50.42857142857143
Rogoźno,Szkoła podstawowa,2007,9,136,50.42857142857143
Rogoźno,Szkoła podstawowa,2008,8,128,47.42857142857143
Rogoźno,Szkoła podstawowa,2009,8,128,47.42857142857143
Rogoźno,Szkoła podstawowa,2010,7,113,41.857142857142854
Rogoźno,Szkoła podstawowa,2011,7,106,39.142857142857146
Rogów,Przedszkole,2012,12,26,19.0
Rogów,Przedszkole,2013,13,27,20.0
Rogów,Przedszkole,2014,12,25,18.5
Rogów,Przedszkole,2015,12,26,19.0
Rogów,Szkoła podstawowa,2006,13,58,35.5
Rogów,Szkoła podstawowa,2007,14,61,37.5
Rogów,Szkoła podstawowa,2008,14,65,39.5
Rogów,Szkoła podstawowa,2009,14,61,37.5
Rogów,Szkoła podstawowa,2010,11,51,31.0
Rogów,Szkoła podstawowa,2011,9,41,25.0
Rogóźno,Gimnazjum,2003,12,12,12.0
Rogóźno,Gimnazjum,2004,14,14,14.0
Rogóźno,Gimnazjum,2005,11,11,11.0
Rogóźno,Przedszkole,2012,12,12,12.0
Rogóźno,Przedszkole,2013,11,11,11.0
Rogóźno,Przedszkole,2014,11,11,11.0
Rogóźno,Przedszkole,2015,13,13,13.0
Rogóźno,Szkoła podstawowa,2006,10,28,17.0
Rogóźno,Szkoła podstawowa,2007,12,32,19.333333333333332
Rogóźno,Szkoła podstawowa,2008,12,32,19.333333333333332
Rogóźno,Szkoła podstawowa,2009,12,34,20.333333333333332
Rogóźno,Szkoła podstawowa,2010,10,28,17.0
Rogóźno,Szkoła podstawowa,2011,8,23,13.666666666666666
Rojewo,Szkoła podstawowa,2006,30,30,30.0
Rojewo,Szkoła podstawowa,2007,31,31,31.0
Rojewo,Szkoła podstawowa,2008,25,25,25.0
Rojewo,Szkoła podstawowa,2009,20,20,20.0
Rojewo,Szkoła podstawowa,2010,17,17,17.0
Rojewo,Szkoła podstawowa,2011,20,20,20.0
Rokiciny,Gimnazjum,2003,10,10,10.0
Rokiciny,Gimnazjum,2004,13,13,13.0
Rokiciny,Gimnazjum,2005,14,14,14.0
Rokiciny,Przedszkole,2012,48,48,48.0
Rokiciny,Przedszkole,2013,52,52,52.0
Rokiciny,Przedszkole,2014,50,50,50.0
Rokiciny,Przedszkole,2015,50,50,50.0
Rokiciny,Szkoła podstawowa,2006,23,50,36.5
Rokiciny,Szkoła podstawowa,2007,26,57,41.5
Rokiciny,Szkoła podstawowa,2008,26,57,41.5
Rokiciny,Szkoła podstawowa,2009,23,50,36.5
Rokiciny,Szkoła podstawowa,2010,25,54,39.5
Rokiciny,Szkoła podstawowa,2011,23,50,36.5
Rokietnica,Przedszkole,2012,3,77,21.571428571428573
Rokietnica,Przedszkole,2013,3,85,23.571428571428573
Rokietnica,Przedszkole,2014,3,89,24.857142857142858
Rokietnica,Przedszkole,2015,3,93,25.714285714285715
Rokietnica,Szkoła podstawowa,2006,1,160,33.4
Rokietnica,Szkoła podstawowa,2007,1,185,32.666666666666664
Rokietnica,Szkoła podstawowa,2008,1,197,34.666666666666664
Rokietnica,Szkoła podstawowa,2009,1,185,38.4
Rokietnica,Szkoła podstawowa,2010,1,172,35.8
Rokietnica,Szkoła podstawowa,2011,1,160,33.4
Rokitno,Szkoła podstawowa,2006,55,55,55.0
Rokitno,Szkoła podstawowa,2007,72,72,72.0
Rokitno,Szkoła podstawowa,2008,65,65,65.0
Rokitno,Szkoła podstawowa,2009,51,51,51.0
Rokitno,Szkoła podstawowa,2010,51,51,51.0
Rokitno,Szkoła podstawowa,2011,48,48,48.0
Ropa,Przedszkole,2012,29,29,29.0
Ropa,Przedszkole,2013,28,28,28.0
Ropa,Przedszkole,2014,30,30,30.0
Ropa,Przedszkole,2015,34,34,34.0
Ropa,Szkoła podstawowa,2006,24,67,45.5
Ropa,Szkoła podstawowa,2007,25,71,48.0
Ropa,Szkoła podstawowa,2008,28,80,54.0
Ropa,Szkoła podstawowa,2009,27,75,51.0
Ropa,Szkoła podstawowa,2010,24,67,45.5
Ropa,Szkoła podstawowa,2011,22,63,42.5
Ropczyce,Liceum ogólnokształcące,2000,12,121,66.5
Ropczyce,Liceum ogólnokształcące,2001,13,129,71.0
Ropczyce,Liceum ogólnokształcące,2002,13,129,71.0
Ropczyce,Przedszkole,2012,1,41,16.5
Ropczyce,Przedszkole,2013,1,40,15.833333333333334
Ropczyce,Przedszkole,2014,1,43,17.333333333333332
Ropczyce,Przedszkole,2015,1,48,19.333333333333332
Ropczyce,Szkoła podstawowa,2006,1,103,45.4
Ropczyce,Szkoła podstawowa,2007,1,103,45.4
Ropczyce,Szkoła podstawowa,2008,1,103,45.4
Ropczyce,Szkoła podstawowa,2009,1,96,42.7
Ropczyce,Szkoła podstawowa,2010,1,96,42.7
Ropczyce,Szkoła podstawowa,2011,1,96,42.7
Ropczyce,Szkoła policealna,1994,2,2,2.0
Ropczyce,Szkoła policealna,1995,2,2,2.0
Ropczyce,Szkoła policealna,1996,2,2,2.0
Ropczyce,Szkoła policealna,1997,2,2,2.0
Ropczyce,Szkoła policealna,1998,2,2,2.0
Ropczyce,Szkoła policealna,1999,2,2,2.0
Rossosz,Gimnazjum,2003,8,8,8.0
Rossosz,Gimnazjum,2004,9,9,9.0
Rossosz,Gimnazjum,2005,7,7,7.0
Rossosz,Przedszkole,2012,14,14,14.0
Rossosz,Przedszkole,2013,18,18,18.0
Rossosz,Przedszkole,2014,13,13,13.0
Rossosz,Przedszkole,2015,13,13,13.0
Rossosz,Szkoła podstawowa,2006,1,25,13.0
Rossosz,Szkoła podstawowa,2007,2,30,16.0
Rossosz,Szkoła podstawowa,2008,2,28,15.0
Rossosz,Szkoła podstawowa,2009,2,28,15.0
Rossosz,Szkoła podstawowa,2010,2,31,16.5
Rossosz,Szkoła podstawowa,2011,1,25,13.0
Rozdrażew,Przedszkole,2012,8,15,11.5
Rozdrażew,Przedszkole,2013,9,17,13.0
Rozdrażew,Przedszkole,2014,9,17,13.0
Rozdrażew,Przedszkole,2015,10,18,14.0
Rozdrażew,Szkoła podstawowa,2006,16,62,39.0
Rozdrażew,Szkoła podstawowa,2007,17,66,41.5
Rozdrażew,Szkoła podstawowa,2008,15,58,36.5
Rozdrażew,Szkoła podstawowa,2009,18,70,44.0
Rozdrażew,Szkoła podstawowa,2010,19,74,46.5
Rozdrażew,Szkoła podstawowa,2011,14,55,34.5
Rozogi,Przedszkole,2012,16,16,16.0
Rozogi,Przedszkole,2013,16,16,16.0
Rozogi,Przedszkole,2014,17,17,17.0
Rozogi,Przedszkole,2015,19,19,19.0
Rozogi,Szkoła podstawowa,2006,41,41,41.0
Rozogi,Szkoła podstawowa,2007,41,41,41.0
Rozogi,Szkoła podstawowa,2008,36,36,36.0
Rozogi,Szkoła podstawowa,2009,36,36,36.0
Rozogi,Szkoła podstawowa,2010,41,41,41.0
Rozogi,Szkoła podstawowa,2011,34,34,34.0
Rozprza,Gimnazjum,2003,36,36,36.0
Rozprza,Gimnazjum,2004,41,41,41.0
Rozprza,Gimnazjum,2005,40,40,40.0
Rozprza,Liceum ogólnokształcące,2000,35,35,35.0
Rozprza,Liceum ogólnokształcące,2001,38,38,38.0
Rozprza,Liceum ogólnokształcące,2002,38,38,38.0
Rozprza,Przedszkole,2012,9,31,19.25
